mod_id,mod_name,mod_version,mod_file,mod_url,display_url,issue_tracker_url
ars_elemental,Ars Elemental,0.6.7.8,ars_elemental-1.20.1-0.6.7.8.jar,,https://www.curseforge.com/minecraft/mc-mods/ars-elemental-elemental-spell-foci,https://github.com/Alexthw46/Ars-Elemental/issues
ars_instrumentum,Ars Instrumentum,0.0NONE,ars_instrumentum-1.20.1-4.1.0.jar,,,https://github.com/Sarenor/Ars-Instrumentum/issues
recipeessentials,recipeessentials mod,1.20.1-4.0,recipeessentials-1.20.1-4.0.jar,,,
pebblegeneration,Pebble Generation,1.2.0,pebblegeneration-1.2.0.jar,,,
connectivity,Connectivity Mod,1.20.1-7.1,connectivity-1.20.1-7.1.jar,,,http://my.issue.tracker/
ritchiesprojectilelib,Ritchie's Projectile Library,2.1.0,ritchiesprojectilelib-2.1.0+mc.1.20.1-forge.jar,,,https://github.com/Wagers-of-Industrial-Warfare/RitchiesProjectileLib/issues
cookingforblockheads,CookingForBlockheads,16.0.13,cookingforblockheads-forge-1.20.1-16.0.13.jar,,https://mods.twelveiterations.com/mc/cookingforblockheads,https://github.com/TwelveIterationMods/CookingForBlockheads/issues
controlling,Controlling,12.0.2,Controlling-forge-1.20.1-12.0.2.jar,,https://minecraft.curseforge.com/projects/controlling,https://github.com/jaredlll08/Controlling/issues
dankstorage,Dank Storage,15,dankstorage-forge-1.20.1-15.jar,,,
citadel,Citadel,2.6.2,citadel-2.6.2-1.20.1.jar,,https://github.com/Alex-the-666/Citadel,https://github.com/Alex-the-666/Citadel/issues
alexsmobs,Alex's Mobs,1.22.9,alexsmobs-1.22.9.jar,,https://www.curseforge.com/minecraft/mc-mods/alexs-mobs,https://github.com/Alex-the-666/AlexsMobs/issues
mixinextras,MixinExtras,0.4.1,mixinextras-forge-0.4.1.jar,,https://github.com/LlamaLad7/MixinExtras,
endercrop,Ender Crop,1.20.1-1.7.0,endercrop-1.20.1-1.7.0.jar,,,
numismatics,Create: Numismatics,1.0.15+forge-mc1.20.1,CreateNumismatics-1.0.15+forge-mc1.20.1.jar,,,https://github.com/Layers-of-Railways/CreateNumismatics/issues
dummmmmmy,MmmMmmMmmmmm,1.20-2.0.7,dummmmmmy-1.20-2.0.7.jar,https://www.curseforge.com/minecraft/mmmmmmmmmmmm/labels,,https://github.com/MehVahdJukaar/DuMmmMmmy/issues
twilightforest,The Twilight Forest,4.3.2508,twilightforest-1.20.1-4.3.2508-universal.jar,,https://www.curseforge.com/minecraft/mc-mods/the-twilight-forest,https://github.com/TeamTwilight/twilightforest/issues
mob_grinding_utils,Mob Grinding Utils,1.20.1-1.1.0,mob_grinding_utils-1.20.1-1.1.0.jar,,,
undergardendelight,Undergarden Delight,1.1.2,undergardendelight-1.1.2-forge-1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/undergarden-delight,
arseng,Ars Énergistique,1.2.0,arseng-1.2.0.jar,,,https://github.com/62832/ArsEnergique/issues
farmersdelight,Farmer's Delight,1.20.1-1.2.8,FarmersDelight-1.20.1-1.2.8.jar,,https://github.com/vectorwing/FarmersDelight,https://github.com/vectorwing/FarmersDelight/issues
farmers_structures,FarmersStructures,1.0.0,FarmersStructures-1.0.3-1.20.jar,,http://discord.gg/8SsB8ar,
largemeals,Large Meals,1.20.1-1.3.0,largemeals-1.20.1-1.3.0.jar,,,
entangled,Entangled,1.3.20,entangled-1.3.20-forge-mc1.20.4.jar,,https://www.curseforge.com/minecraft/mc-mods/entangled,https://github.com/SuperMartijn642/Entangled/issues
commoncapabilities,CommonCapabilities,2.9.7,CommonCapabilities-1.20.1-2.9.7.jar,,,https://github.com/CyclopsMC/CommonCapabilities/issues
crashutilities,Crash Utilities,8.1.4,crashutilities-8.1.4.jar,,,https://github.com/Darkere/CrashUtilities/issues
endersdelight,Ender's Delight,1.1.3,endersdelight-forge-1.20.1-1.1.3.jar,,,
mekanismadditions,Mekanism: Additions,10.4.16,MekanismAdditions-1.20.1-10.4.16.80.jar,,https://aidancbrady.com/mekanism/,https://github.com/mekanism/Mekanism/issues
mcwfences,Macaw's Fences and Walls,1.2.0,mcw-fences-1.2.0-1.20.1forge.jar,,https://www.curseforge.com/minecraft/mc-mods/macaws-fences-and-walls,
xycraft_world,XyCraft: World,0.6.22,XyCraft World-0.6.22.jar,,,
xycraft_machines,XyCraft: Machines,0.6.22,XyCraft Machines-0.6.22.jar,,,
wirelesschargers,Wireless Chargers,1.0.9a,wirelesschargers-1.0.9a-forge-mc1.20.jar,,https://www.curseforge.com/minecraft/mc-mods/wireless-chargers,https://github.com/SuperMartijn642/WirelessChargers/issues
tinkers_advanced,Tinkers' Advanced,3.0.0-beta.10,tinkers_advanced-3.0.0-beta.10.jar,,,
pamhc2foodextended,Pam's HarvestCraft 2 - Food Extended,0.0NONE,pamhc2foodextended-1.20.4-1.0.1.jar,,,
patchouli,Patchouli,1.20.1-84.1-FORGE,Patchouli-1.20.1-84.1-FORGE.jar,,,https://github.com/VazkiiMods/Patchouli
ars_additions,Ars Additions,1.20.1-1.6.7,ars_additions-1.20.1-1.6.7.jar,,,
sophisticatedstoragecreateintegration,Sophisticated Storage Create Integration,0.1.12.36,sophisticatedstoragecreateintegration-1.20.1-0.1.12.36.jar,,,https://github.com/P3pp3rF1y/SophisticatedStorageCreateIntegration/issues
collective,Collective,8.3,collective-1.20.1-8.3.jar,,https://serilum.com/mod/collective,https://github.com/Serilum/.issue-tracker/labels/Library:%20Collective
kubejsdelight,KubeJSDelight,1.1.2,kubejsdelight-1.1.2.jar,,,
simplehats,SimpleHats,1.20.1-0.3.2,simplehats-forge-1.20.1-0.3.2.jar,,https://www.curseforge.com/minecraft/mc-mods/simplehats,https://github.com/fonnymunkey/SimpleHats/issues
industrialupgrade,Industrial Upgrade,3.3.0.9,IndustrialUpgrade-1.20.1-3.3.0.9.jar,,,
powerutils,Power Utilites,1.5,powerutils-1.5.jar,,,
quantumgenerators,Quantum Generators,1.5,quantumgenerators-1.5.jar,,,
thermal_expansion,Thermal Expansion,11.0.1,thermal_expansion-1.20.1-11.0.1.29.jar,,https://teamcofh.com/,https://github.com/cofh/feedback
integratedtunnels,IntegratedTunnels,1.8.41,IntegratedTunnels-1.20.1-1.8.41.jar,,,https://github.com/CyclopsMC/IntegratedTunnels/issues
integratedtunnelscompat,IntegratedTunnels-Compat,1.8.41,IntegratedTunnels-1.20.1-1.8.41.jar,,,https://github.com/CyclopsMC/IntegratedTunnels/issues
libnonymous,Libnonymous,2.3.1,libnonymous-1.20.1-2.3.1.jar,,https://github.com/thraaawn/libnonymous,https://github.com/thraaawn/libnonymous/issues
gunpowderlib,GunpowderLib,1.20.2-2.2.2,GunpowderLib-1.20.2-2.2.2.jar,,https://github.com/JackyyTV/GunpowderLib,https://github.com/JackyyTV/GunpowderLib/issues
exchangers,Exchangers,1.20.1-3.5.1,Exchangers-1.20.1-3.5.1.jar,,https://github.com/JackyyTV/Exchangers,https://github.com/JackyyTV/Exchangers/issues
betterstrongholds,YUNG's Better Strongholds,1.20-Forge-4.0.3,YungsBetterStrongholds-1.20-Forge-4.0.3.jar,,https://www.curseforge.com/minecraft/mc-mods/yungs-better-strongholds,https://github.com/yungnickyoung/YUNGs-Better-Strongholds/issues
tcompat,Tinker's Compatability,1.0.0,tcompat-1.20.1-1.0.0.jar,,https://github.com/pouffy/Tinkers-Compat/,https://github.com/pouffy/Tinkers-Compat/issues/
mifa,More Industrial Foregoing Addons,1.1.1,mifa-forge-1.20.x-1.1.1.jar,,https://github.com/Christofmeg/MoreIndustrialForegoingAddons,https://github.com/Christofmeg/MoreIndustrialForegoingAddons/issues
resourcefullib,Resourceful Lib,2.1.29,resourcefullib-forge-1.20.1-2.1.29.jar,,,https://github.com/Team-Resourceful/ResoucefulLib/issues/new/choose
mekanismtools,Mekanism: Tools,10.4.16,MekanismTools-1.20.1-10.4.16.80.jar,,https://aidancbrady.com/mekanism/,https://github.com/mekanism/Mekanism/issues
deeperdarker,Deeper and Darker,1.3.3,deeperdarker-forge-1.20.1-1.3.3.jar,,,https://github.com/KyaniteMods/DeeperAndDarker/issues
architectury,Architectury,9.2.14,architectury-9.2.14-forge.jar,,,https://github.com/shedaniel/architectury/issues
bambooeverything,Bamboo Everything,3.0.3+mc1.20.1,BambooEverything-forge-3.0.3+mc1.20.1.jar,,,
kubejsadditions,KubeJS Addditions (Forge),4.3.4,kubejsadditions-forge-4.3.4.jar,,https://legacy.curseforge.com/minecraft/mc-mods/kubejs-additions,https://github.com/Hunter19823/kubejsadditions/issues
trofers,Trofers,5.0.2,trofers-forge-5.0.2.jar,,https://www.curseforge.com/minecraft/mc-mods/trofers,https://github.com/ochotonida/trofers/issues
simplyswords,Simply Swords,1.56.0-1.20.1,simplyswords-forge-1.56.0-1.20.1.jar,,,https://github.com/Sweenus/SimplySwords/issues
kubejs_botania,KubeJS Botania,1.4.0,kubejs_botania-1.4.0-forge.jar,,,https://github.com/Prunoideae/KubeJS-Botania/issues
ftblibrary,FTB Library,2001.2.9,ftb-library-forge-2001.2.9.jar,,,https://go.ftb.team/support-mod-issues
ftbteams,FTB Teams,2001.3.1,ftb-teams-forge-2001.3.1.jar,,,https://go.ftb.team/support-mod-issues
bigreactors,Extreme Reactors,1.20.1-2.0.92,ExtremeReactors2-1.20.1-2.0.92.jar,,,https://github.com/ZeroNoRyouki/ExtremeReactors2
refurbished_furniture,MrCrayfish's Furniture Mod: Refurbished,1.0.14,refurbished_furniture-forge-1.20.1-1.0.14.jar,,https://mrcrayfish.com/mods/furniture_refurbished,https://github.com/MrCrayfish/MrCrayfishFurnitureMod-Refurbished/issues
productivebees,Productive Bees,1.20.1-12.6.0,productivebees-1.20.1-12.6.0.jar,,,
trashcans,Trash Cans,1.0.18b,trashcans-1.0.18b-forge-mc1.20.jar,,https://www.curseforge.com/minecraft/mc-mods/trash-cans,https://github.com/SuperMartijn642/TrashCans/issues
chunkloaders,Chunk Loaders,1.2.8a,chunkloaders-1.2.8a-forge-mc1.20.1.jar,,https://www.curseforge.com/minecraft/mc-mods/chunk-loaders,https://github.com/SuperMartijn642/ChunkLoaders/issues
t_and_t,Towns and Towers,0.0NONE,Towns-and-Towers-1.12-Fabric+Forge.jar,,,
toomanyglyphs,Too Many Glyphs,2.3.2.12345,toomanyglyphs-1.20.1-2.3.2.12345.jar,,,https://github.com/DerringersMods/TooManyGlyphs/issues
voidtotem,Void Totem,3.0.1,voidtotem-forge-1.20-3.0.1.jar,,https://www.curseforge.com/minecraft/mc-mods/voidtotem,https://github.com/Affehund/VoidTotem/issues
kubejsbotanypots,KubejsBotanyPots,1.2.2,kubejsbotanypots-1.2.2.jar,,,
cyclic,Cyclic,1.13.6,Cyclic-1.20.1-1.13.6.jar,,https://www.curseforge.com/minecraft/mc-mods/cyclic,https://github.com/Lothrazar/cyclic/issues
smartcrafter,Create: Smart Crafter,0.2.0,smartcrafter-0.2.0.jar,,https://www.curseforge.com/minecraft/mc-mods/create-smart-crafter,
agricraft,AgriCraft,4.0.5,AgriCraft-forge-1.20.1-4.0.5.jar,,https://www.curseforge.com/minecraft/mc-mods/agricraft,https://github.com/AgriCraft/AgriCraft/issues/
rhino,Rhino,2001.2.3-build.10,rhino-forge-2001.2.3-build.10.jar,,,https://github.com/KubeJS-Mods/Rhino/issues
kubejs,KubeJS,2001.6.5-build.16,kubejs-forge-2001.6.5-build.16.jar,,,https://kubejs.com/support?source=kubejs&mc=2001&loader=forge
kubejs_enderio,KubeJS-EnderIO,1.20.1-0.6.0,kubejs_enderio-forge-1.20.1-0.6.0.jar,,,https://github.com/AlmostReliable/kubejs-enderio/issues
kubejs_thermal,KubeJS Thermal,2001.1.10-build.2,kubejs-thermal-2001.1.10-build.2.jar,,,https://kubejs.com/support?source=kubejs_thermal&mc=1902&loader=forge
rootsclassic,Roots Classic,1.4.2,RootsClassic-1.20.1-1.4.2.jar,,https://www.curseforge.com/minecraft/mc-mods/roots-classic,https://github.com/Lothrazar/RootsClassic/issues
cucumber,Cucumber Library,7.0.14,Cucumber-1.20.1-7.0.14.jar,,https://blakesmods.com/cucumber,
matc,Mystical Agriculture Tiered Crystals,1.6.0,matc-1.6.0.jar,,https://www.curseforge.com/minecraft/mc-mods/mystical-agriculture-tiered-crystals,https://github.com/Electrolyte220/MysticalAgricultureTieredCrystals/
trashslot,TrashSlot,15.1.2,trashslot-forge-1.20-15.1.2.jar,,https://mods.twelveiterations.com/mc/trashslot,https://github.com/TwelveIterationMods/TrashSlot/issues
butcher,Butcher,3.6.1,butcher-3.6.1-forge-1.20.1.jar,,https://discord.gg/4jyFpT8jEk,
amendments,Amendments,1.20-1.2.19,amendments-1.20-1.2.19.jar,https://www.curseforge.com/minecraft/mc-mods/amendments,,https://github.com/MehVahdJukaar/amendments/issues
sophisticatedstorage,Sophisticated Storage,1.3.53.1189,sophisticatedstorage-1.20.1-1.3.53.1189.jar,,,https://github.com/P3pp3rF1y/SophisticatedStorage/issues
limitedchunks,Limited Chunkloading,1.8,limitedchunks-1.20.1-4.1.jar,,,
create_tinkers_compat,Create: Tinker's Compat,1,create_tinkers_compat-2-forge-1.20.1.jar,,https://mcreator.net,
octolib,OctoLib,0.5.0.1,OctoLib-FORGE-0.5.0.1+1.20.1.jar,,,https://github.com/SSKirillSS/octo-lib/issues
additionallanterns,Additional Lanterns,1.1.1a,additionallanterns-1.1.1a-forge-mc1.20.jar,,https://www.curseforge.com/minecraft/mc-mods/additional-lanterns,https://github.com/SuperMartijn642/AdditionalLanterns/issues
itemfilters,Item Filters,2001.1.0-build.59,item-filters-forge-2001.1.0-build.59.jar,,,https://github.com/LatvianModder/Item-Filters/issues
ftbquests,FTB Quests,2001.4.13,ftb-quests-forge-2001.4.13.jar,,,https://github.com/FTBTeam/FTB-Mods-Issues/issues
productivelib,Productive Lib,1.20.1-0.0.4,productivelib-1.20.1-0.0.4.jar,,,
metalbarrels,MetalBarrels,3,MetalBarrels-forge-1.20.1-3.jar,,,https://github.com/Tfarcenim/MetalBarrels/issues
trender,TRender,1.0.5,TRender-1.0.5-1.20.1-forge-SNAPSHOT.jar,,https://github.com/tr7zw/TRender,https://github.com/tr7zw/TRender/issues
create,Create,6.0.6,create-1.20.1-6.0.6.jar,,https://www.curseforge.com/minecraft/mc-mods/create,https://github.com/Creators-of-Create/Create/issues
kubejs_create,KubeJS Create,2001.3.0-build.8,kubejs-create-forge-2001.3.0-build.8.jar,,,https://kubejs.com/support?source=kubejs_create&mc=2001&loader=forge
ars_creo,Ars Creo,4.3.0,ars_creo-1.20.1-4.3.0.jar,,,http://my.issue.tracker/
createdeco,Create Deco,2.0.3-1.20.1-forge,createdeco-2.0.3-1.20.1-forge.jar,,,
createfood,Create: Food,1.1.11-forge,create-food-1.20.1-1.1.11-forge.jar,,https://github.com/AverageAnime/create-food,
create_central_kitchen,Create: Central Kitchen,1.4.1,create_central_kitchen-1.20.1-for-create-6.0.4-1.4.1.jar,,,
waystones,Waystones,14.1.13,waystones-forge-1.20.1-14.1.13.jar,,https://mods.twelveiterations.com/mc/waystones,https://github.com/TwelveIterationMods/Waystones/issues
journeymap,Journeymap,5.10.3,journeymap-1.20.1-5.10.3-forge.jar,,http://journeymap.info,https://github.com/TeamJM/journeymap/issues
yungscavebiomes,YUNG's Cave Biomes,1.20.1-Forge-2.0.5,YungsCaveBiomes-1.20.1-Forge-2.0.5.jar,,https://www.curseforge.com/minecraft/mc-mods/yungs-cave-biomes,https://github.com/yungnickyoung/YUNGs-Cave-Biomes/issues
comforts,Comforts,6.4.0+1.20.1,comforts-forge-6.4.0+1.20.1.jar,,,https://github.com/illusivesoulworks/comforts/issues
configured,Configured,2.2.3,configured-forge-1.20.1-2.2.3.jar,,https://mrcrayfish.com/mods?id=configured,https://github.com/MrCrayfish/Configured/issues
dimstorage,DimStorage,8.0.1,DimStorage-1.20.1-8.0.1.jar,https://www.curseforge.com/minecraft/mc-mods/dimstorage,,
charginggadgets,Charging Gadgets,1.11.0,charginggadgets-1.11.0.jar,,https://github.com/Direwolf20-MC/ChargingGadgets,https://github.com/Direwolf20-MC/ChargingGadgets/issues
create_confectionery,Create Confectionery,1.1.0,create-confectionery1.20.1_v1.1.0.jar,,https://www.curseforge.com/minecraft/mc-mods/create-confectionery,
bonsaitrees3,Bonsai Trees 3,3.3.2,BonsaiTrees3-1.20.1-3.3.2.jar,,https://github.com/davenonymous/BonsaiTrees,https://github.com/davenonymous/BonsaiTrees/issues
chicken_roost,Roost Ultimate,3.2.2,roostultimate-curseforge-1.20.1-3.2.2.jar,,https://www.curseforge.com/minecraft/mc-mods/roost-ultimate,https://github.com/TarantelTM/Roost_Ultimate/issues
mcjtylib,McJtyLib,1.20-8.0.7,mcjtylib-1.20-8.0.7.jar,,,http://github.com/McJtyMods/McJtyLib/issues
rftoolsbase,RFToolsBase,1.20-5.0.6,rftoolsbase-1.20-5.0.6.jar,,,http://github.com/McJtyMods/RFToolsBase/issues
rftoolspower,RFToolsPower,1.20-6.0.2,rftoolspower-1.20-6.0.2.jar,,,http://github.com/McJtyMods/RFToolsPower/issues
rftoolsbuilder,RFToolsBuilder,1.20-6.0.8,rftoolsbuilder-1.20-6.0.8.jar,,,http://github.com/McJtyMods/RFToolsBuilder/issues
deepresonance,DeepResonance,1.20-5.0.4,deepresonance-1.20-5.0.4.jar,,,https://github.com/McJtyMods/DeepResonance/issues
xnet,XNet,1.20-6.1.6,xnet-1.20-6.1.6.jar,,,http://github.com/McJtyMods/XNet/issues
rftoolsdim,RFToolsDimensions,1.20-11.0.10,rftoolsdim-1.20-11.0.10.jar,,,http://github.com/McJtyMods/RFToolsDimensions/issues
xnetgases,XNet Gases,5.1.4,xnetgases-1.20.1-5.1.4.jar,,,https://github.com/Terrails/xnet-gases/issues
rftoolsstorage,RFToolsStorage,1.20-5.0.3,rftoolsstorage-1.20-5.0.3.jar,,,http://github.com/McJtyMods/RFToolsStorage/issues
rftoolscontrol,RFToolsControl,1.20-7.0.3,rftoolscontrol-1.20-7.0.3.jar,,,http://github.com/McJtyMods/RFToolsControl/issues
guideme,GuideME,20.1.11,guideme-20.1.11.jar,,https://github.com/AppliedEnergistics/GuideME/,
distanthorizons,Distant Horizons,2.3.2-b,DistantHorizons-fabric-forge-2.3.2-b-1.20.1.jar,,https://modrinth.com/mod/distanthorizons,https://gitlab.com/jeseibel/distant-horizons/-/issues
terralith,Terralith,2.5.4,Terralith_1.20.x_v2.5.4.jar,,https://www.stardustlabs.net/,https://github.com/Stardust-Labs-MC/Terralith/issues
blueprint,Blueprint,7.1.3,blueprint-1.20.1-7.1.3.jar,,https://www.teamabnormals.com/mods/blueprint,https://github.com/team-abnormals/blueprint/issues
upgrade_aquatic,Upgrade Aquatic,6.0.3,upgrade_aquatic-1.20.1-6.0.3.jar,,https://www.teamabnormals.com/mods/upgrade-aquatic,https://github.com/team-abnormals/upgrade-aquatic/issues
enderstorage,EnderStorage,2.11.0.188,EnderStorage-1.20.1-2.11.0.188-universal.jar,,https://www.curseforge.com/minecraft/mc-mods/ender-storage-1-8,https://github.com/TheCBProject/EnderStorage
tfmg,Create: The Factory Must Grow,1.0.1b,tfmg-1.0.1b.jar,,,
rftoolsutility,RFToolsUtility,1.20-6.0.6,rftoolsutility-1.20-6.0.6.jar,,,http://github.com/McJtyMods/RFToolsUtility/issues
enchdesc,EnchantmentDescriptions,17.1.19,EnchantmentDescriptions-Forge-1.20.1-17.1.19.jar,,https://www.curseforge.com/minecraft/mc-mods/enchantment-descriptions,https://github.com/Darkhax-Minecraft/Enchantment-Descriptions/issues
simplyquarries,Simply Quarries,1.5,simplyquarries-1.5.jar,,,
moonlight,Moonlight Library,1.20-2.14.11,moonlight-1.20-2.14.11-forge.jar,https://www.curseforge.com/minecraft/mc-mods/selene,,https://github.com/MehVahdJukaar/Moonlight/issues
configuration,Configuration,2.2.0,configuration-forge-1.20.1-2.2.0.jar,,,
gtceu,GregTech,1.6.4,gtceu-1.20.1-1.6.4.jar,,https://github.com/GregTechCEu/GregTech-Modern/,https://github.com/GregTechCEu/GregTech-Modern/issues/
tr18sgi,Gregified Integrations,1.3.12,tr18sgi-1.20.1-1.3.12.jar,,https://github.com/Gregified-Modded/Gregified-Integration/,
toolbelt,Tool Belt,1.20.02,ToolBelt-1.20.1-1.20.02.jar,,https://github.com/gigaherz/ToolBelt,https://github.com/gigaherz/ToolBelt/issues
titanium,Titanium,3.8.32,titanium-1.20.1-3.8.32.jar,,,
mr_farmers_cuttingohthebiomeswevegone,Farmer's Cutting: Oh The Biomes We've Gone,1.20.1-1.1-forge,farmers-cutting-oh-the-biomes-weve-gone-1.20.1-1.1-forge.jar,,https://modrinth.com/datapack/farmers-cutting-oh-the-biomes-weve-gone,https://github.com/Joshcraft2002/farmers-cutting/issues
silentlib,Silent Lib,8.0.0,silent-lib-1.20.1-8.0.0.jar,,,https://github.com/SilentChaos512/SilentLib
mixinsquared,MixinSquared,0.1.2-beta.6,mixinsquared-forge-0.1.2-beta.6.jar,,https://github.com/Bawnorton/MixinSquared,
jade,Jade,11.13.1+forge,Jade-1.20.1-Forge-11.13.1.jar,,https://minecraft.curseforge.com/projects/jade,
ae2,Applied Energistics 2,15.4.5,appliedenergistics2-forge-15.4.5.jar,,,https://github.com/AppliedEnergistics/Applied-Energistics-2/issues
ae2wtlib,AE2WTLib,15.2.3-forge,ae2wtlib-15.2.3-forge.jar,,,https://github.com/Mari023/AE2WirelessTerminalLibrary/issues
advanced_ae,Advanced AE,1.1.2-1.20.1,AdvancedAE-1.1.2-1.20.1.jar,,https://github.com/pedroksl/AdvanceddAE,
ae2things,AE2 Things,1.2.1,AE2-Things-1.2.1.jar,,https://www.curseforge.com/minecraft/mc-mods/ae2-things-forge,
appflux,AppliedFlux,1.20-1.3.1-forge,AppliedFlux-1.20-1.3.1-forge.jar,,https://github.com/GlodBlock/ExtendedAE,
merequester,ME Requester,1.20.1-1.1.5,merequester-forge-1.20.1-1.1.5.jar,,,https://github.com/AlmostReliable/merequester/issues
nethersdelight,Nether's Delight,1.20.1-4.0,nethersdelight-1.20.1-4.0.jar,,https://github.com/Umpaz/NethersDelight,https://github.com/Umpaz/NethersDelight/issues
iceberg,Iceberg,1.1.25,Iceberg-1.20.1-forge-1.1.25.jar,,https://anthonyhilyard.com/,
quark,Quark,4.0-462,Quark-4.0-462.jar,,,https://github.com/VazkiiMods/Quark
supplementaries,Supplementaries,1.20-3.1.34,supplementaries-1.20-3.1.34.jar,https://www.curseforge.com/minecraft/mc-mods/supplementaries,,https://github.com/MehVahdJukaar/supplementaries/issues
suppsquared,Supplementaries Squared,1.20-1.1.21,suppsquared-1.20-1.1.21.jar,,,
create_sa,Create Stuff & Additions,2.1.0,create-stuff-additions1.20.1_v2.1.0.jar,,https://www.curseforge.com/minecraft/mc-mods/create-stuff-additions,
chemlib,ChemLib,2.0.19,chemlib-1.20.1-2.0.19.jar,,,
enderchests,EnderChests,1.20.1-1.3,enderchests-forge-1.20.1-1.3.jar,,https://shetiphian.carrd.co,https://github.com/ShetiPhian/Localizations-and-Issues/issues
jei_mekanism_multiblocks,Just Enough Mekanism Multiblocks,4.10,JustEnoughMekanismMultiblocks-1.20.1-4.10.jar,,https://curseforge.com/minecraft/mc-mods/just-enough-mekanism-multiblocks,https://github.com/gisellevonbingen-Minecraft/JustEnoughMekanismMultiblocks/issues
kjsindustrialforegoing,KJS Industrial Foregoing,1.0,kjsindustrialforegoing-1.0.jar,,,
betterchunkloading,betterchunkloading mod,1.20.1-5.4,betterchunkloading-1.20.1-5.4.jar,,,
appbot,Applied Botanics,1.5.0,Applied-Botanics-forge-1.5.0.jar,,,https://github.com/ramidzkh/Applied-Botanics/issues
coroutil,CoroUtil,1.20.1-1.3.7,coroutil-forge-1.20.1-1.3.7.jar,,,
mvs,Moog's Voyager Structures,4.1.5-1.20-forge,mvs-4.1.5-1.20.jar,,,
alexsdelight,Alex's Delight,1.5,alexsdelight-1.5.jar,,,
apexcore,ApexCore,10.0.0,apexcore-1.20.1-10.0.0.jar,,https://apexstudios.dev/apexcore,https://discord.apexstudios.dev/
fantasyfurniture,Fantasy's Furniture,9.0.0,fantasyfurniture-1.20.1-9.0.0.jar,,https://www.apexstudios.dev/fantasys-furniture,https://discord.apexstudios.dev/
moredragoneggs,More Dragon Eggs,4.0,moredragoneggs-4.0.jar,,,
refinedstorageaddons,Refined Storage Addons,0.10.0,refinedstorageaddons-0.10.0.jar,,https://refinedmods.com/refined-storage-addons,https://github.com/refinedmods/refinedstorageaddons
lootintegrations_cataclysm,lootintegrations_cataclysm mod,1,lootintegrations_cataclysm-1.1.jar,,,
appmek,Applied Mekanistics,1.4.2,Applied-Mekanistics-1.4.2.jar,,,https://github.com/AppliedEnergistics/Applied-Mekanistics/issues
ae2additions,AE Additions,5.1.0,AEAdditions-1.20.1-5.1.0.jar,,,
megacells,MEGA Cells,2.4.6-1.20.1,megacells-forge-2.4.6-1.20.1.jar,,,https://github.com/62832/MEGACells/issues
ae2_mega_things,AE2 MEGA Things,1.0.8,AE2MEGAThings-1.20.1-1.0.8.jar,,https://github.com/Lapis256/AE2MEGAThings,https://github.com/Lapis256/AE2MEGAThings/issues
expandability,ExpandAbility,9.0.4,expandability-forge-9.0.4.jar,,,https://github.com/florensie/expandability/issues
chiselsandbits,chisels-and-bits,1.4.148,chisels-and-bits-forge-1.4.148.jar,,,
translocators,Translocators,2.6.0.86,Translocators-1.20.1-2.6.0.86-universal.jar,,https://www.curseforge.com/minecraft/mc-mods/translocators-1-8,https://github.com/TheCBProject/Translocators
